people_ID,Infect_Prob
5942,61.7
18664,71.7
5603,52.1
5649,61.3
5099,63.6
18749,59.4
5228,56.99999999999999
5559,63.7
5220,56.599999999999994
5476,63.3
5260,54.900000000000006
17638,71.0
18635,65.3
18794,54.300000000000004
5263,47.699999999999996
17680,68.5
18030,58.599999999999994
18090,72.0
18455,53.900000000000006
18155,58.699999999999996
18116,62.2
18144,58.4
5218,71.7
5386,64.8
18105,51.1
5735,56.49999999999999
5900,57.699999999999996
18391,56.49999999999999
5786,60.099999999999994
18639,60.6
17984,68.10000000000001
18274,58.099999999999994
5425,59.9
6076,60.199999999999996
18545,45.9
17697,57.3
6137,56.8
6083,56.99999999999999
17730,69.8
5896,60.8
18906,54.7
17808,62.2
6078,64.4
5516,49.4
18093,59.699999999999996
6120,59.9
18154,65.0
17935,55.2
18769,56.49999999999999
18264,48.5
18076,40.400000000000006
18035,51.5
18051,55.400000000000006
18676,58.599999999999994
5332,59.9
5898,59.9
18370,61.1
17706,48.199999999999996
5198,64.60000000000001
18360,42.9
18240,54.0
18691,66.10000000000001
5768,61.4
18315,55.00000000000001
18776,52.6
6225,56.10000000000001
17983,63.7
17973,65.9
5805,58.4
5500,59.3
5305,60.199999999999996
18243,63.800000000000004
5169,60.3
5258,61.7
17810,71.1
5714,51.4
6070,54.400000000000006
5959,57.99999999999999
18771,63.2
17765,56.10000000000001
18822,65.9
17735,61.5
17966,47.4
18861,64.9
18236,58.3
18750,63.4
17809,50.9
6049,53.800000000000004
18465,55.00000000000001
6201,60.0
18877,52.400000000000006
5087,54.0
17742,53.0
17941,56.3
18421,51.9
18489,55.2
6299,65.60000000000001
18428,53.7
5563,65.9
18796,52.800000000000004
5849,48.3
5661,50.5
5893,56.49999999999999
5378,64.2
5622,51.300000000000004
5823,56.39999999999999
18521,49.1
5502,60.4
18785,61.8
17783,63.1
18424,64.0
18147,51.300000000000004
18881,57.199999999999996
18851,56.00000000000001
17686,50.5
5100,59.0
5213,47.599999999999994
18252,48.9
5576,53.800000000000004
18050,48.8
5875,52.0
6059,56.599999999999994
18599,51.6
5173,58.599999999999994
5461,54.400000000000006
5151,63.3
5266,52.300000000000004
5514,61.5
5224,53.1
18069,53.6
5587,56.599999999999994
17874,53.6
5536,51.300000000000004
5215,60.6
5400,68.10000000000001
17857,59.4
6043,63.6
18330,54.6
18333,61.9
17788,52.300000000000004
18332,56.99999999999999
17836,54.50000000000001
5247,49.3
5922,53.5
18641,63.0
5951,67.60000000000001
18807,49.2
18293,56.3
18775,61.7
5601,54.7
5102,63.0
18464,46.5
17713,62.8
18557,59.4
18854,57.699999999999996
18401,64.2
18699,71.39999999999999
5706,61.3
5747,49.8
5496,57.49999999999999
18308,49.1
5345,59.8
18525,44.5
18258,69.69999999999999
6062,57.199999999999996
17921,49.4
5303,54.800000000000004
18592,53.5
5814,45.5
18805,64.9
5910,53.0
5201,51.6
5724,68.10000000000001
17693,50.1
5407,61.5
18617,54.900000000000006
18173,47.8
18875,54.800000000000004
5225,56.10000000000001
5858,46.5
5091,50.1
5254,56.99999999999999
18801,54.7
6009,49.2
18149,54.1
6105,53.2
5974,55.00000000000001
17967,74.3
5781,51.300000000000004
5834,51.800000000000004
17683,54.2
5338,52.7
18400,55.2
18633,53.5
6162,52.7
18598,48.199999999999996
5212,59.5
18731,51.6
18177,60.3
5232,62.1
5753,62.4
5118,57.9
18055,60.6
18151,59.9
5572,49.4
18502,58.599999999999994
18178,46.1
6276,62.0
5226,63.6
18411,60.5
6134,46.7
5177,52.800000000000004
18031,43.7
17853,50.7
6171,46.400000000000006
5725,62.4
6282,53.6
18762,48.6
17909,52.1
18357,58.5
5981,48.8
5862,52.2
18461,51.5
5275,43.7
6084,53.400000000000006
18403,47.3
17856,53.800000000000004
17723,40.0
6103,57.699999999999996
17897,46.6
6042,61.5
6219,61.0
5697,60.199999999999996
18636,56.8
5343,49.6
5994,52.300000000000004
5956,59.8
5666,58.4
18791,53.1
5686,48.699999999999996
6027,46.1
5751,47.8
18812,59.3
18688,56.10000000000001
18441,63.0
5508,49.1
5889,62.8
5843,46.6
5459,52.300000000000004
18141,57.199999999999996
18757,66.10000000000001
6313,56.39999999999999
6032,65.0
18475,60.099999999999994
17702,58.5
5815,45.1
18816,57.4
18589,50.6
17738,43.0
18553,56.99999999999999
5538,47.8
18472,49.6
5453,48.9
18026,57.4
18409,51.2
5444,46.7
17965,51.6
18541,51.4
5371,54.2
6051,48.1
18882,54.0
5108,47.3
6005,60.6
5380,53.2
6151,48.699999999999996
18195,55.2
17695,57.3
5101,57.699999999999996
5255,54.900000000000006
5579,42.699999999999996
18509,45.0
5257,51.7
6310,60.199999999999996
5431,51.300000000000004
17703,57.9
18316,61.5
5174,45.4
18337,44.3
18515,61.7
17993,57.8
6232,53.0
5339,55.7
5972,50.3
6097,46.400000000000006
5130,48.8
5934,59.099999999999994
17646,63.7
5803,46.5
18134,58.4
18301,47.4
18071,41.4
5973,54.2
17972,51.9
6212,58.099999999999994
17886,56.49999999999999
18584,49.4
18027,46.0
5093,44.6
5817,53.300000000000004
5519,52.300000000000004
18127,46.5
6144,43.6
5430,51.9
6179,47.3
5921,43.4
5788,49.2
17960,59.099999999999994
5682,56.3
5713,54.300000000000004
18735,49.2
18693,50.9
6256,46.5
18064,55.900000000000006
18302,43.1
5620,48.1
18010,41.699999999999996
18647,49.2
5749,46.0
18286,46.9
5381,48.4
6012,53.1
18043,42.1
18845,54.400000000000006
17736,46.300000000000004
17919,54.900000000000006
5297,49.3
17651,44.2
5109,49.5
5756,53.1
17628,49.0
6237,43.8
18407,43.1
5157,55.900000000000006
17902,43.0
18650,53.2
5589,54.1
6010,46.0
18792,48.1
17932,41.9
18568,44.5
17684,48.199999999999996
5573,49.9
17685,47.0
5948,56.49999999999999
5469,44.9
18736,52.800000000000004
17664,39.7
6319,60.4
5421,53.7
18648,47.8
18369,52.300000000000004
6065,45.7
18486,45.7
5259,43.8
18524,54.1
17774,46.7
5955,48.6
17701,50.2
6312,47.699999999999996
18094,46.1
17647,51.9
5515,58.599999999999994
18087,42.1
18278,48.5
18868,49.2
18764,43.3
5478,46.0
6091,46.6
18358,42.5
18570,56.99999999999999
17994,54.800000000000004
17931,42.8
18476,39.2
6314,46.0
5727,62.0
5879,52.7
6240,51.800000000000004
17663,48.6
18457,52.2
18562,51.2
17908,51.300000000000004
18183,51.800000000000004
5203,46.6
18658,48.6
18745,48.0
17889,45.300000000000004
5185,56.49999999999999
6161,50.9
5833,43.3
5348,52.1
6261,49.8
5841,45.1
5503,48.3
5187,46.9
18789,45.800000000000004
5674,53.1
18768,49.0
18430,49.7
5931,48.4
18787,56.49999999999999
5284,50.5
18544,59.699999999999996
18726,51.300000000000004
17907,45.4
17850,44.5
18073,42.3
5631,40.400000000000006
6190,43.1
5482,48.8
18865,47.8
18700,47.3
6234,51.1
5689,54.2
18585,48.0
17674,48.699999999999996
17875,49.9
5997,43.6
5405,48.4
18201,50.9
18575,46.0
5196,50.2
17709,35.099999999999994
5687,47.599999999999994
6284,59.4
6140,47.8
18352,49.2
17718,47.8
6247,38.9
18578,50.0
18135,45.800000000000004
6052,48.3
5132,48.5
5846,39.5
5138,52.1
5149,47.099999999999994
6321,49.5
18115,44.3
5688,41.0
5748,52.0
17793,39.4
5855,52.300000000000004
6305,37.0
18085,49.9
5404,51.800000000000004
5870,46.2
18866,39.0
5957,46.1
18138,40.9
6246,44.6
18643,40.400000000000006
6210,57.49999999999999
17843,52.2
18260,44.5
5667,56.599999999999994
18661,52.1
18319,40.6
5762,42.8
17727,47.199999999999996
18853,45.4
6251,46.6
18710,47.099999999999994
18809,48.8
6067,47.3
6138,46.7
5374,45.4
18408,47.699999999999996
5331,39.5
5194,44.1
18692,43.8
18668,45.0
5296,40.1
5546,46.800000000000004
5442,44.2
5699,48.6
18255,54.1
5744,43.9
18169,49.1
18343,41.199999999999996
17626,37.1
17878,52.800000000000004
5474,38.2
18653,46.9
5137,44.6
5602,32.800000000000004
5907,28.9
5779,27.500000000000004
18180,17.4
18188,18.5
18207,50.5
5379,53.900000000000006
18106,35.099999999999994
5783,40.1
17890,33.2
5866,38.9
18012,37.9
17711,33.4
6133,40.9
6071,46.7
5857,42.9
18462,31.3
5116,49.3
6136,47.4
17704,46.300000000000004
5662,42.6
17690,42.699999999999996
6131,56.39999999999999
18288,40.1
18203,39.6
18110,51.5
17743,38.1
5207,40.699999999999996
5298,56.8
5328,46.300000000000004
18238,47.199999999999996
5426,61.4
6298,39.2
6106,39.4
5282,41.099999999999994
6178,64.3
18227,38.7
17631,38.3
5598,45.2
17820,32.4
18312,37.4
18716,36.3
18529,37.6
17925,39.300000000000004
18314,35.5
5859,37.4
6283,44.7
5562,45.0
5722,42.9
18059,39.6
5770,42.4
18181,48.3
17649,41.4
5828,40.8
5778,36.1
17772,43.8
18732,36.4
6073,43.7
18687,43.4
5395,40.9
6058,40.8
18579,45.5
18846,49.5
5265,41.9
17862,42.199999999999996
5237,60.699999999999996
17976,40.1
18267,44.4
6048,54.6
18237,46.5
18077,40.5
18299,50.1
5166,47.099999999999994
5824,43.1
5216,47.099999999999994
18788,42.699999999999996
6231,48.6
5178,44.9
18208,50.5
18376,52.300000000000004
5350,57.49999999999999
5903,46.2
18061,43.9
18821,36.7
18374,42.1
5392,43.5
17958,46.1
6315,50.2
5349,58.099999999999994
5227,49.5
5280,43.1
6303,54.6
6023,49.4
5581,46.0
18202,53.5
5970,42.699999999999996
18504,38.1
18047,44.2
5532,59.3
18588,44.3
6098,44.5
6189,48.9
17632,33.6
5359,48.3
18500,46.400000000000006
6293,43.4
5205,55.1
17915,42.1
17987,48.4
5517,45.7
5501,60.6
5764,44.4
18211,48.9
18487,55.50000000000001
17863,36.9
5191,45.300000000000004
6111,47.099999999999994
5769,55.900000000000006
18605,44.7
18038,42.199999999999996
5930,46.0
18072,39.6
6102,65.10000000000001
18020,38.6
17665,47.8
17668,40.2
18705,43.0
17968,53.5
18212,46.2
5968,48.4
17938,39.300000000000004
6277,48.3
18536,52.2
18613,53.0
5766,49.6
18474,43.4
18297,44.3
18753,45.7
18701,51.9
5835,45.4
18142,40.6
18838,37.2
17719,55.00000000000001
5890,46.800000000000004
5560,54.900000000000006
17658,38.2
18582,54.2
18300,44.2
18679,48.6
18365,48.9
18901,58.699999999999996
18414,42.9
18889,38.0
18257,41.4
18884,45.0
18873,49.4
5369,43.9
18698,38.6
5746,61.1
17844,48.9
18893,44.7
17867,40.0
17899,39.2
18546,44.3
18325,38.4
6220,43.8
18625,39.5
18053,43.0
5607,57.699999999999996
5989,43.4
17712,50.0
18799,40.300000000000004
5483,49.1
6157,47.3
5715,42.699999999999996
17814,36.4
17754,41.099999999999994
5375,41.5
17627,44.1
17654,51.4
5923,44.2
18348,36.1
18657,38.1
5262,46.1
18491,40.0
5851,62.0
17956,41.0
6270,45.0
5932,47.0
18323,41.699999999999996
5290,58.699999999999996
5434,41.099999999999994
17782,47.4
5836,42.3
5729,46.2
17780,38.800000000000004
17757,42.8
5197,42.3
18498,42.1
18832,51.300000000000004
18023,40.2
5435,45.0
18852,39.1
18254,41.5
18024,37.5
6194,39.900000000000006
18007,44.7
5473,61.6
5550,43.3
18451,49.8
6081,54.7
5506,38.5
18098,41.0
17952,39.300000000000004
5844,42.3
5692,45.1
5499,42.9
5145,45.2
18499,41.0
5084,36.9
6169,53.400000000000006
18758,36.5
18419,36.7
5838,43.6
5847,41.8
18869,38.2
5346,46.5
18885,44.1
5183,42.6
5818,52.6
5648,47.099999999999994
18390,48.0
18537,41.099999999999994
17954,38.0
17786,41.099999999999994
17636,42.8
17660,46.9
18221,40.6
5869,41.0
5656,42.6
5684,42.0
5141,42.8
6168,46.5
18908,36.199999999999996
5531,38.1
5680,59.099999999999994
5960,43.9
18065,38.1
18429,40.9
18793,37.6
5457,47.3
18356,37.6
